var1,var2,var3,var4,var5,prob_label
B,D,C,C,A,1
C,E,C,E,C,0.09
C,B,D,B,D,1
D,B,A,E,A,0.3
A,B,C,A,D,1
C,C,A,A,E,0.3
A,C,E,C,D,0.3
E,E,A,C,A,0.09
A,B,B,B,C,1
E,E,E,E,D,0.0081
A,B,A,B,B,1
C,C,B,A,B,1
B,D,A,E,D,0.3
B,E,D,A,A,0.3
D,C,E,B,A,0.3
C,B,B,A,C,1
B,A,E,C,A,0.3
D,B,C,A,D,1
D,E,D,C,C,0.3
C,B,E,B,B,0.3
E,E,E,C,D,0.027
D,B,D,B,E,0.3
D,D,B,B,C,1
C,E,A,E,E,0.027
C,B,B,B,C,1
C,E,C,C,A,0.3
A,E,B,A,E,0.09
E,C,A,B,D,0.3
D,D,C,B,B,1
B,C,B,C,E,0.3
B,E,E,D,D,0.09
C,E,D,C,D,0.3
C,B,D,E,A,0.3
B,C,A,E,C,0.3
D,E,E,C,B,0.09
C,B,A,A,B,1
D,E,A,C,B,0.3
E,D,A,C,E,0.09
B,E,E,A,C,0.09
D,E,B,D,A,0.3
C,E,E,C,D,0.09
B,A,A,A,B,1
D,B,A,D,A,1
C,E,E,C,C,0.09
B,D,B,E,D,0.3
B,A,D,D,D,1
A,A,E,D,C,0.3
B,C,B,C,C,1
B,C,C,E,C,0.3
A,D,A,A,C,1
A,D,E,B,E,0.09
A,D,B,C,B,1
B,A,C,D,C,1
B,E,E,B,E,0.027
D,E,C,A,D,0.3
C,B,E,A,A,0.3
E,B,A,B,D,0.3
C,B,C,E,D,0.3
C,E,E,E,A,0.027
E,D,A,E,D,0.09
E,E,A,E,E,0.0081
A,E,A,E,E,0.027
C,E,C,A,C,0.3
B,E,C,E,D,0.09
B,C,B,B,D,1
D,E,C,C,A,0.3
D,A,D,E,E,0.09
A,D,C,D,C,1
E,E,D,D,A,0.09
B,A,C,C,C,1
A,B,E,B,B,0.3
D,C,D,E,A,0.3
A,D,E,B,C,0.3
D,C,B,E,D,0.3
D,E,E,E,C,0.027
A,A,A,E,B,0.3
C,D,E,A,D,0.3
D,E,B,D,E,0.09
D,D,C,C,B,1
A,C,A,E,D,0.3
E,B,D,D,E,0.09
C,A,E,D,D,0.3
D,A,E,E,D,0.09
E,E,D,A,D,0.09
C,E,E,D,B,0.09
A,A,B,A,E,0.3
A,D,E,B,D,0.3
D,C,D,C,E,0.3
E,C,D,C,B,0.3
B,E,C,A,B,0.3
D,D,C,D,C,1
A,D,C,A,A,1
C,A,A,C,A,1
A,E,A,B,B,0.3
E,C,B,C,E,0.09
E,B,D,B,D,0.3
B,B,D,A,A,1
A,D,C,A,D,1
A,C,C,C,D,1
A,A,D,D,D,1
B,B,A,C,D,1
E,C,D,A,A,0.3
E,B,D,D,B,0.3
B,E,B,E,A,0.09
D,E,D,D,C,0.3
D,D,D,D,C,1
E,B,A,B,C,0.3
E,B,E,A,C,0.09
E,C,A,B,C,0.3
B,A,B,A,E,0.3
B,D,E,D,C,0.3
A,B,A,C,C,1
B,A,E,D,B,0.3
E,E,B,D,A,0.09
D,E,D,A,B,0.3
E,A,B,B,A,0.3
B,B,A,B,C,1
A,B,D,B,B,1
D,C,D,D,C,1
A,C,A,E,D,0.3
C,D,B,A,C,1
D,A,E,C,E,0.09
E,C,D,E,B,0.09
B,B,C,D,B,1
C,E,C,C,D,0.3
C,C,E,C,A,0.3
D,B,B,C,A,1
C,E,C,A,C,0.3
D,B,E,A,B,0.3
A,D,B,A,E,0.3
A,C,B,C,D,1
A,B,E,D,B,0.3
C,E,C,D,B,0.3
A,D,D,B,D,1
B,E,C,B,B,0.3
C,C,B,A,A,1
C,B,B,D,C,1
B,C,C,D,D,1
E,D,E,C,D,0.09
E,C,D,A,D,0.3
C,D,D,C,C,1
C,D,E,D,D,0.3
E,E,A,A,B,0.09
A,B,D,C,C,1
B,D,D,B,A,1
C,A,A,D,D,1
C,C,E,D,A,0.3
B,C,B,E,A,0.3
A,B,B,D,C,1
D,C,B,D,A,1
A,C,D,B,C,1
D,B,E,C,D,0.3
C,B,E,D,C,0.3
C,E,D,B,C,0.3
B,B,B,A,E,0.3
E,C,C,C,C,0.3
B,A,E,D,C,0.3
A,E,D,B,C,0.3
A,A,E,E,C,0.09
C,D,C,A,B,1
D,E,C,E,E,0.027
C,C,A,C,E,0.3
D,C,A,B,D,1
B,D,A,A,B,1
C,C,C,B,A,1
D,A,D,E,B,0.3
A,A,A,A,B,1
A,E,B,C,D,0.3
E,C,C,A,B,0.3
A,B,D,D,B,1
C,A,B,E,C,0.3
B,A,D,C,D,1
C,A,E,C,A,0.3
C,B,D,B,C,1
C,C,E,D,A,0.3
E,A,A,B,E,0.09
C,B,A,D,B,1
D,C,A,A,C,1
E,B,D,B,E,0.09
A,C,B,D,D,1
A,B,A,C,E,0.3
A,B,B,D,C,1
C,E,C,B,D,0.3
B,C,E,D,B,0.3
B,A,A,B,C,1
C,B,C,B,D,1
E,C,D,A,B,0.3
C,A,E,B,E,0.09
A,E,D,B,A,0.3
A,D,C,B,C,1
E,B,A,D,C,0.3
E,D,D,C,B,0.3
D,C,A,A,B,1
B,E,A,E,E,0.027
E,A,C,E,A,0.09
A,D,A,A,C,1
E,C,D,B,E,0.09
D,B,D,B,B,1
E,C,A,B,C,0.3
A,A,D,E,A,0.3
D,E,A,E,B,0.09
A,B,B,B,B,1
E,E,A,E,B,0.027
C,C,A,D,C,1
D,C,A,E,C,0.3
D,B,D,E,D,0.3
E,D,E,E,C,0.027
E,C,C,D,B,0.3
A,B,B,D,B,1
E,D,E,E,C,0.027
E,A,E,B,A,0.09
B,B,D,C,D,1
A,B,A,A,B,1
B,A,B,B,D,1
B,C,D,C,B,1
D,A,A,C,E,0.3
D,B,A,E,D,0.3
E,C,A,A,D,0.3
A,D,A,A,C,1
D,C,B,E,C,0.3
E,A,E,D,B,0.09
A,B,B,E,D,0.3
E,A,E,D,E,0.027
D,A,D,A,E,0.3
D,D,A,D,E,0.3
E,E,A,C,E,0.027
E,C,D,C,D,0.3
D,E,C,A,C,0.3
B,C,D,C,D,1
B,B,B,D,E,0.3
B,A,C,C,D,1
D,B,C,E,C,0.3
C,E,B,B,E,0.09
E,E,E,A,C,0.027
C,B,B,D,B,1
A,D,E,D,B,0.3
B,E,A,E,B,0.09
A,C,C,C,C,1
E,C,D,C,D,0.3
B,C,D,B,D,1
D,A,D,C,E,0.3
E,A,B,C,B,0.3
C,A,D,A,B,1
E,C,B,C,E,0.09
B,D,A,D,C,1
D,D,C,D,D,1
A,E,A,B,C,0.3
D,D,D,A,E,0.3
A,B,C,C,E,0.3
B,C,C,A,A,1
C,D,A,E,C,0.3
B,E,D,C,D,0.3
A,A,E,C,D,0.3
B,E,C,C,B,0.3
C,B,D,C,B,1
C,C,C,D,D,1
C,A,E,D,A,0.3
C,B,A,B,A,1
B,B,C,B,A,1
E,E,B,B,E,0.027
A,D,D,B,C,1
B,A,C,D,B,1
E,C,D,B,D,0.3
B,C,E,E,D,0.09
C,B,C,B,C,1
D,E,B,B,A,0.3
D,C,C,E,C,0.3
B,C,A,B,E,0.3
A,C,E,A,E,0.09
C,B,A,A,C,1
B,E,B,C,B,0.3
D,C,C,B,C,1
A,B,B,A,B,1
B,C,D,D,E,0.3
D,B,D,B,B,1
D,C,E,A,B,0.3
B,D,D,A,D,1
B,B,C,D,D,1
A,D,B,E,D,0.3
E,A,C,A,C,0.3
D,C,D,E,C,0.3
B,A,B,A,D,1
E,A,A,C,D,0.3
E,B,C,C,B,0.3
B,C,B,E,E,0.09
A,E,C,E,A,0.09
D,B,C,E,C,0.3
E,A,B,E,D,0.09
E,C,E,A,E,0.027
B,D,B,A,E,0.3
A,D,E,A,B,0.3
E,B,D,D,C,0.3
B,E,C,C,B,0.3
B,C,C,B,D,1
B,D,A,B,B,1
B,A,A,E,C,0.3
C,E,D,C,A,0.3
B,C,E,B,D,0.3
C,B,D,C,E,0.3
C,A,C,A,B,1
E,D,C,B,A,0.3
B,D,E,D,D,0.3
A,E,A,D,D,0.3
E,C,E,B,B,0.09
A,E,C,B,D,0.3
C,A,E,E,D,0.09
B,B,B,D,D,1
E,A,D,A,B,0.3
E,A,B,D,A,0.3
E,C,C,E,A,0.09
A,B,D,C,D,1
B,A,A,B,E,0.3
C,E,A,E,D,0.09
D,D,D,D,D,1
D,D,D,A,E,0.3
A,A,B,D,B,1
E,A,C,A,E,0.09
C,D,E,A,D,0.3
C,C,D,C,D,1
B,B,C,C,D,1
B,A,B,D,A,1
B,D,C,E,A,0.3
D,C,C,E,B,0.3
C,E,A,E,B,0.09
A,A,C,E,D,0.3
C,D,A,A,E,0.3
E,E,D,A,D,0.09
A,C,A,E,E,0.09
D,A,D,C,C,1
C,C,A,C,E,0.3
D,E,B,D,C,0.3
C,B,A,B,E,0.3
A,E,A,A,D,0.3
C,D,E,D,D,0.3
A,B,B,B,D,1
D,D,A,C,D,1
A,B,E,E,B,0.09
A,B,C,E,A,0.3
B,C,E,A,C,0.3
E,D,E,D,B,0.09
A,A,A,D,B,1
A,D,B,E,D,0.3
B,D,D,D,B,1
D,B,E,B,C,0.3
C,C,B,C,C,1
B,E,C,E,E,0.027
A,E,E,B,E,0.027
D,A,B,E,B,0.3
A,B,C,C,C,1
C,D,A,D,B,1
B,A,C,C,B,1
B,C,B,A,C,1
A,E,B,B,A,0.3
C,C,C,A,A,1
D,A,E,A,D,0.3
E,A,A,B,E,0.09
E,C,C,A,D,0.3
D,D,A,B,C,1
D,C,A,B,E,0.3
A,D,B,D,B,1
A,E,A,D,C,0.3
D,E,E,A,E,0.027
A,E,A,B,E,0.09
C,B,B,D,C,1
E,E,A,B,E,0.027
D,B,A,D,C,1
E,E,A,E,B,0.027
B,C,C,C,D,1
D,B,C,C,C,1
A,B,E,D,E,0.09
B,D,D,C,C,1
E,B,A,B,A,0.3
C,B,C,A,B,1
B,E,A,B,D,0.3
A,D,D,D,A,1
B,E,B,E,A,0.09
C,A,A,B,D,1
B,D,A,A,E,0.3
A,A,C,C,D,1
C,E,C,C,D,0.3
E,C,E,D,E,0.027
C,E,E,A,A,0.09
E,C,B,C,C,0.3
A,A,E,B,D,0.3
A,D,A,A,E,0.3
E,A,D,A,A,0.3
E,E,E,C,C,0.027
B,E,A,C,A,0.3
A,B,E,B,C,0.3
B,E,D,D,D,0.3
D,B,E,A,D,0.3
C,B,A,E,A,0.3
C,D,C,C,E,0.3
D,A,B,E,C,0.3
B,B,A,D,C,1
E,B,C,C,D,0.3
A,C,A,A,B,1
B,B,A,E,E,0.09
D,B,E,E,E,0.027
C,D,B,C,C,1
C,E,B,B,A,0.3
B,E,C,B,C,0.3
A,C,E,E,C,0.09
E,A,D,D,E,0.09
A,B,E,A,D,0.3
C,C,A,E,E,0.09
E,D,B,E,C,0.09
D,E,B,B,D,0.3
B,C,A,D,A,1
A,C,A,C,D,1
B,E,A,A,D,0.3
E,B,E,C,E,0.027
D,A,D,B,E,0.3
C,A,C,A,E,0.3
B,B,B,C,E,0.3
E,A,B,E,B,0.09
D,A,E,E,B,0.09
B,E,C,B,E,0.09
D,A,B,D,E,0.3
A,B,B,A,A,1
E,E,C,B,C,0.09
B,E,D,C,A,0.3
B,B,C,D,D,1
E,B,E,D,A,0.09
D,B,A,D,C,1
A,C,E,D,A,0.3
C,B,C,B,E,0.3
B,A,C,C,B,1
C,C,D,B,E,0.3
C,D,D,C,E,0.3
A,C,E,B,A,0.3
B,B,D,D,E,0.3
A,B,A,A,D,1
E,B,E,D,E,0.027
D,D,A,A,D,1
C,E,B,E,D,0.09
B,E,D,C,C,0.3
B,C,A,E,B,0.3
E,D,D,D,C,0.3
C,B,B,B,B,1
E,C,C,C,D,0.3
E,A,A,B,B,0.3
C,A,E,E,D,0.09
E,E,D,D,B,0.09
E,B,B,B,A,0.3
E,C,A,E,A,0.09
E,B,B,A,B,0.3
C,A,D,A,A,1
D,D,A,D,B,1
A,C,D,C,C,1
C,E,D,C,E,0.09
D,A,C,E,D,0.3
A,D,D,B,E,0.3
A,B,E,B,B,0.3
A,C,D,B,A,1
E,C,A,D,C,0.3
E,D,B,E,B,0.09
A,E,C,E,E,0.027
A,B,A,A,D,1
C,E,A,C,C,0.3
B,C,B,C,B,1
C,D,A,B,B,1
E,B,D,D,D,0.3
D,E,B,A,D,0.3
B,A,E,A,A,0.3
D,B,C,A,E,0.3
A,B,D,C,C,1
E,D,E,A,D,0.09
C,A,E,D,C,0.3
B,A,B,B,D,1
D,A,C,B,C,1
A,E,A,E,D,0.09
B,E,B,E,D,0.09
B,A,C,A,C,1
D,B,E,E,C,0.09
E,C,D,D,D,0.3
B,D,C,B,E,0.3
E,D,B,D,E,0.09
C,A,B,C,D,1
D,D,B,B,A,1
D,B,D,A,A,1
A,D,E,C,E,0.09
E,E,E,B,B,0.027
D,C,B,D,C,1
A,B,B,B,C,1
E,D,E,E,A,0.027
E,E,C,A,E,0.027
B,E,C,C,A,0.3
B,A,C,B,A,1
A,E,A,C,E,0.09
B,E,E,A,B,0.09
E,C,C,C,A,0.3
B,D,C,E,A,0.3
B,C,B,A,C,1
C,C,C,C,B,1
D,E,C,B,E,0.09
C,A,B,E,D,0.3
C,E,B,C,A,0.3
E,A,E,C,E,0.027
A,E,A,E,D,0.09
E,C,B,E,E,0.027
C,C,E,E,D,0.09
E,C,E,A,C,0.09
D,A,B,B,A,1
C,B,A,D,B,1
A,E,C,D,E,0.09
A,C,A,B,B,1
B,B,B,D,D,1
B,A,A,E,C,0.3
B,A,D,D,A,1
E,B,D,C,E,0.09
D,C,E,A,C,0.3
D,E,D,E,E,0.027
C,A,C,C,C,1
D,D,D,B,B,1
D,E,C,E,D,0.09
D,D,B,D,D,1
A,E,B,A,D,0.3
C,A,E,B,E,0.09
C,D,C,D,A,1
A,E,B,E,C,0.09
C,D,D,B,B,1
A,A,A,D,B,1
C,C,D,B,D,1
E,C,C,E,E,0.027
B,D,E,C,E,0.09
E,A,D,E,D,0.09
B,C,C,C,D,1
E,B,D,E,C,0.09
A,B,B,D,B,1
E,C,E,E,C,0.027
E,E,C,E,E,0.0081
D,E,D,C,B,0.3
D,B,B,E,C,0.3
B,E,E,A,E,0.027
C,A,C,E,C,0.3
A,B,D,A,E,0.3
C,E,C,A,B,0.3
D,D,D,B,D,1
D,A,D,A,B,1
A,A,C,B,D,1
D,E,A,B,B,0.3
C,E,B,D,D,0.3
B,E,B,B,E,0.09
B,A,E,A,D,0.3
E,C,E,A,C,0.09
D,C,A,E,A,0.3
B,C,D,A,A,1
A,D,E,D,B,0.3
A,B,D,C,E,0.3
D,B,C,D,C,1
B,A,C,E,C,0.3
B,E,E,A,E,0.027
C,D,E,A,D,0.3
E,D,A,A,E,0.09
C,E,E,D,A,0.09
A,C,A,B,A,1
D,D,B,E,E,0.09
A,B,B,E,C,0.3
C,C,E,C,C,0.3
A,C,B,E,D,0.3
E,A,E,E,D,0.027
B,B,D,B,B,1
D,C,A,B,D,1
D,C,D,A,D,1
B,C,C,E,B,0.3
B,D,E,A,A,0.3
D,A,E,D,A,0.3
B,D,A,A,C,1
C,D,B,D,D,1
A,D,B,D,B,1
C,B,B,C,D,1
A,C,C,C,C,1
A,C,B,D,E,0.3
D,D,E,B,C,0.3
A,D,E,C,A,0.3
B,C,B,A,A,1
B,C,B,B,A,1
D,B,B,D,C,1
D,E,E,D,C,0.09
C,D,C,C,E,0.3
C,A,D,A,D,1
A,B,A,B,B,1
C,D,C,A,D,1
D,E,C,B,C,0.3
D,C,C,E,A,0.3
C,D,C,E,A,0.3
A,A,D,A,D,1
C,B,B,B,C,1
A,D,A,B,B,1
B,D,B,B,E,0.3
C,E,E,A,D,0.09
B,B,D,C,B,1
D,C,B,D,D,1
C,C,D,A,D,1
C,A,C,D,B,1
C,D,A,D,E,0.3
B,E,C,D,E,0.09
B,D,A,B,B,1
D,B,E,E,D,0.09
A,D,D,E,C,0.3
C,C,E,A,C,0.3
C,E,C,A,B,0.3
A,E,B,B,D,0.3
E,D,C,B,C,0.3
A,C,D,D,A,1
E,A,C,C,A,0.3
C,D,C,D,C,1
E,E,B,D,D,0.09
C,C,A,B,B,1
E,C,C,B,C,0.3
A,B,D,A,A,1
E,C,D,B,E,0.09
A,C,C,C,A,1
C,E,C,D,C,0.3
D,D,B,A,A,1
D,B,E,B,A,0.3
B,D,B,C,A,1
D,C,D,C,D,1
B,D,C,E,C,0.3
D,B,B,B,B,1
B,E,A,C,D,0.3
D,A,D,D,E,0.3
C,C,A,B,B,1
B,B,C,E,C,0.3
E,A,D,E,B,0.09
E,A,E,B,E,0.027
D,D,A,E,D,0.3
D,C,D,E,A,0.3
E,B,C,C,D,0.3
E,D,D,D,D,0.3
C,B,C,B,B,1
A,A,D,D,E,0.3
A,A,A,C,B,1
A,B,B,E,C,0.3
A,C,D,B,D,1
E,D,B,D,E,0.09
B,C,B,E,E,0.09
D,E,D,B,A,0.3
D,C,C,C,E,0.3
A,A,A,C,D,1
B,B,A,B,A,1
A,B,D,D,C,1
A,C,A,C,B,1
C,E,E,C,B,0.09
A,C,C,B,C,1
A,B,E,E,E,0.027
E,E,A,A,B,0.09
D,A,D,A,D,1
A,A,D,B,C,1
D,C,A,A,A,1
B,A,C,E,B,0.3
B,D,C,E,A,0.3
C,A,A,A,A,1
B,A,E,A,C,0.3
D,B,B,C,C,1
C,B,D,A,D,1
A,E,B,A,A,0.3
D,B,A,A,B,1
B,E,D,A,A,0.3
C,C,B,B,E,0.3
C,D,D,B,C,1
E,E,A,B,B,0.09
C,A,C,E,B,0.3
D,D,C,D,B,1
E,C,E,E,C,0.027
A,D,D,C,B,1
E,D,C,A,E,0.09
E,E,E,C,B,0.027
C,B,E,D,B,0.3
B,B,A,C,B,1
D,B,E,C,D,0.3
B,D,B,E,D,0.3
E,A,E,D,E,0.027
C,E,A,C,D,0.3
B,E,C,D,C,0.3
C,B,C,E,D,0.3
E,A,E,E,B,0.027
C,B,A,A,C,1
B,D,E,A,C,0.3
C,A,B,E,A,0.3
E,D,E,C,A,0.09
C,D,D,D,D,1
D,D,A,C,D,1
A,D,E,C,C,0.3
B,D,D,D,D,1
A,D,D,B,D,1
C,E,C,D,B,0.3
B,A,B,B,B,1
A,A,E,D,C,0.3
B,C,D,A,A,1
E,B,B,E,E,0.027
A,C,C,A,A,1
D,D,A,A,B,1
E,A,D,C,D,0.3
D,B,A,C,C,1
D,D,E,A,A,0.3
C,A,A,B,E,0.3
C,B,E,D,E,0.09
C,D,D,C,C,1
E,D,A,D,A,0.3
D,B,E,C,A,0.3
D,A,B,B,C,1
E,C,A,E,B,0.09
A,C,B,D,E,0.3
C,C,D,E,A,0.3
A,A,D,D,B,1
B,A,E,D,B,0.3
C,B,D,D,A,1
C,B,C,D,B,1
A,C,D,E,B,0.3
B,B,B,C,C,1
C,A,B,B,B,1
B,D,A,E,A,0.3
D,E,E,B,A,0.09
B,B,E,B,D,0.3
A,B,E,C,D,0.3
A,C,A,C,A,1
A,A,B,C,B,1
A,C,A,B,D,1
A,D,D,E,B,0.3
A,D,D,B,E,0.3
A,E,C,D,D,0.3
E,A,C,B,C,0.3
A,D,C,E,A,0.3
B,E,C,E,B,0.09
A,C,D,A,A,1
D,D,C,E,A,0.3
A,A,D,A,C,1
D,B,D,B,C,1
A,A,D,B,D,1
A,E,E,D,A,0.09
A,D,B,A,C,1
B,D,B,B,B,1
A,C,D,B,D,1
A,E,C,E,C,0.09
B,B,C,C,C,1
A,C,B,D,C,1
B,C,C,E,E,0.09
E,E,E,E,A,0.0081
E,D,E,D,D,0.09
B,C,D,C,D,1
E,E,E,E,E,0.00243
D,E,C,E,D,0.09
E,C,B,E,E,0.027
B,C,A,B,B,1
A,B,E,D,D,0.3
D,E,D,C,C,0.3
D,A,B,D,E,0.3
A,D,D,B,C,1
A,C,C,E,E,0.09
D,E,A,A,C,0.3
E,A,A,E,C,0.09
D,C,A,B,A,1
E,B,D,A,E,0.09
C,C,C,A,C,1
D,A,D,C,D,1
A,A,A,A,B,1
E,E,B,B,C,0.09
E,E,B,C,C,0.09
A,E,D,E,E,0.027
C,E,B,C,C,0.3
E,B,E,C,B,0.09
A,A,A,C,B,1
C,E,D,E,A,0.09
C,E,D,B,C,0.3
B,D,A,A,E,0.3
C,E,A,C,B,0.3
E,B,E,E,B,0.027
E,E,A,B,D,0.09
C,A,C,D,E,0.3
D,A,B,B,A,1
D,D,C,D,C,1
B,E,A,B,D,0.3
E,A,A,B,A,0.3
E,A,C,E,D,0.09
D,D,E,B,C,0.3
E,E,C,C,E,0.027
A,A,C,C,B,1
A,A,E,B,D,0.3
A,B,E,E,B,0.09
A,B,A,B,A,1
D,A,D,E,E,0.09
A,A,B,E,C,0.3
C,E,A,D,A,0.3
B,B,E,A,D,0.3
E,A,B,A,E,0.09
A,C,E,C,E,0.09
D,E,C,A,D,0.3
E,E,E,C,D,0.027
A,E,A,C,E,0.09
E,A,D,D,A,0.3
B,B,B,C,A,1
E,D,D,E,A,0.09
D,C,B,A,E,0.3
A,B,D,A,B,1
B,D,E,C,C,0.3
E,E,A,B,E,0.027
A,B,A,B,D,1
B,D,A,C,A,1
B,D,C,A,D,1
E,B,E,D,C,0.09
A,E,B,A,D,0.3
E,B,E,A,A,0.09
E,C,A,B,C,0.3
E,D,B,E,E,0.027
B,A,D,D,E,0.3
D,D,A,C,B,1
D,B,B,C,A,1
A,E,E,E,B,0.027
D,E,E,A,B,0.09
A,A,A,D,D,1
E,E,B,E,B,0.027
C,C,D,E,D,0.3
C,C,C,E,A,0.3
C,C,E,B,A,0.3
C,A,E,C,C,0.3
A,C,A,E,E,0.09
E,D,B,C,A,0.3
C,E,A,E,A,0.09
D,E,E,C,C,0.09
B,B,C,C,D,1
C,A,A,C,E,0.3
A,E,C,B,D,0.3
D,C,A,B,D,1
C,E,A,C,A,0.3
E,A,E,D,E,0.027
D,C,C,E,D,0.3
D,E,E,D,A,0.09
A,E,E,C,A,0.09
B,B,A,B,D,1
A,D,B,B,D,1
B,E,D,C,E,0.09
E,E,C,C,B,0.09
B,D,D,A,C,1
A,B,A,D,C,1
E,E,C,C,E,0.027
D,B,B,C,D,1
C,A,B,D,E,0.3
B,D,D,C,E,0.3
D,D,B,C,E,0.3
B,C,B,A,B,1
B,A,C,D,B,1
D,D,A,E,C,0.3
A,E,C,C,E,0.09
A,A,C,E,B,0.3
B,D,D,E,E,0.09
C,B,C,D,E,0.3
D,E,E,C,A,0.09
B,A,B,A,D,1
C,C,D,D,A,1
A,A,E,A,E,0.09
A,B,D,D,A,1
E,D,A,D,A,0.3
C,D,B,D,B,1
C,C,E,A,B,0.3
C,A,A,D,E,0.3
D,A,D,E,B,0.3
D,B,C,C,C,1
E,A,E,B,A,0.09
C,B,E,C,B,0.3
B,B,A,E,B,0.3
B,D,E,D,A,0.3
E,A,A,E,A,0.09
C,B,B,B,E,0.3
D,C,A,B,E,0.3
D,D,E,C,B,0.3
D,B,D,E,D,0.3
C,D,C,E,A,0.3
D,D,D,E,E,0.09
B,E,E,A,E,0.027
B,E,E,A,D,0.09
A,C,D,E,C,0.3
C,D,A,B,C,1
D,A,A,B,D,1
B,A,D,C,C,1
E,A,A,E,E,0.027
B,A,C,C,E,0.3
A,A,A,D,E,0.3
B,E,E,D,A,0.09
D,D,E,D,B,0.3
B,C,D,E,E,0.09
A,E,B,B,D,0.3
D,C,D,D,B,1
E,E,E,E,E,0.00243
E,A,D,C,C,0.3
A,E,B,A,C,0.3
D,C,D,D,A,1
C,D,A,B,D,1
E,D,A,B,E,0.09
B,E,A,B,E,0.09
B,C,E,A,B,0.3
D,E,A,C,C,0.3
D,B,B,A,D,1
A,C,D,A,E,0.3
E,E,D,B,C,0.09
C,C,B,D,A,1
C,E,E,B,E,0.027
C,C,A,E,B,0.3
D,A,D,D,D,1
E,C,D,C,B,0.3
B,C,C,C,C,1
B,E,A,C,B,0.3
D,A,C,D,C,1
C,B,B,D,D,1
C,D,A,B,E,0.3
D,A,B,D,A,1
C,E,C,D,B,0.3
B,D,B,A,B,1
D,D,A,D,C,1
A,E,B,B,C,0.3
D,D,A,B,E,0.3
A,E,D,C,E,0.09
A,A,E,D,A,0.3
D,B,C,B,E,0.3
A,C,D,C,C,1
B,D,C,E,A,0.3
C,B,A,B,B,1
B,A,C,B,B,1
A,A,D,B,C,1
A,B,A,B,E,0.3
C,E,B,D,E,0.09
E,A,D,E,B,0.09
E,C,E,C,C,0.09
E,C,C,C,A,0.3
C,D,D,A,C,1
D,B,A,D,E,0.3
C,B,D,E,C,0.3
C,E,D,D,D,0.3
C,B,E,B,B,0.3
E,A,C,E,B,0.09
A,B,B,D,E,0.3
E,D,B,A,B,0.3
C,A,E,A,A,0.3
A,B,D,A,D,1
D,C,D,E,E,0.09
B,C,B,C,D,1
A,D,A,E,A,0.3
D,A,E,D,B,0.3
D,E,B,B,B,0.3
C,B,D,C,B,1
D,E,A,E,D,0.09
A,D,B,E,E,0.09
A,E,B,B,D,0.3
C,C,D,C,E,0.3
B,E,E,D,B,0.09
D,C,B,E,A,0.3
B,D,C,B,E,0.3
D,D,E,C,A,0.3
A,D,D,C,D,1
A,E,B,D,B,0.3
C,C,B,C,B,1
C,C,A,C,B,1
D,C,B,B,A,1
E,B,E,C,D,0.09
E,B,A,A,E,0.09
B,C,C,A,B,1
A,E,E,A,A,0.09
E,D,A,E,D,0.09
C,A,C,D,D,1
B,E,B,B,B,0.3
A,B,E,D,C,0.3
A,D,B,A,B,1
C,E,E,D,C,0.09
C,C,D,B,A,1
A,A,D,C,D,1
A,B,C,C,E,0.3
A,E,B,E,E,0.027
E,C,E,B,D,0.09
C,C,B,B,B,1
E,A,B,B,D,0.3
D,C,D,A,E,0.3
C,D,A,C,A,1
C,E,D,A,B,0.3
E,D,E,E,A,0.027
E,C,C,A,E,0.09
C,C,D,E,C,0.3
E,D,E,E,B,0.027
D,C,C,A,B,1
A,A,D,C,A,1
B,B,C,D,D,1
C,A,A,C,C,1
B,A,E,B,A,0.3
C,E,C,A,D,0.3
A,C,B,E,E,0.09
C,A,C,D,C,1
A,E,C,A,E,0.09
B,D,D,D,A,1
C,A,B,E,A,0.3
D,D,D,B,E,0.3
D,D,A,E,B,0.3
E,D,B,E,B,0.09
B,E,C,D,A,0.3
B,C,D,C,E,0.3
E,E,B,A,C,0.09
B,A,C,B,B,1
A,C,C,A,B,1
A,D,C,E,B,0.3
A,C,B,D,A,1
D,C,B,C,C,1
D,B,B,D,B,1
E,A,C,B,B,0.3
C,B,A,E,A,0.3
E,D,C,B,B,0.3
E,B,D,E,E,0.027
B,A,A,A,B,1
D,B,D,B,D,1
A,E,B,A,A,0.3
D,A,E,B,E,0.09
D,B,C,C,D,1
C,E,B,B,B,0.3
A,A,E,A,C,0.3
B,B,E,E,E,0.027
E,D,E,D,D,0.09
D,A,A,B,E,0.3
E,A,E,E,A,0.027
D,E,D,B,B,0.3
B,C,B,C,D,1
A,E,E,E,E,0.0081
E,A,B,B,B,0.3
D,B,C,C,C,1
B,C,B,E,B,0.3
D,D,C,E,B,0.3
B,C,E,E,E,0.027
C,A,E,D,A,0.3
B,A,B,A,E,0.3
C,D,D,D,A,1
C,D,D,D,D,1
A,E,D,C,C,0.3
E,C,E,C,C,0.09
A,A,B,D,B,1
C,B,C,D,B,1
A,D,E,D,C,0.3
C,B,B,A,D,1
B,D,B,A,D,1
D,A,C,A,A,1
B,C,C,A,D,1
D,A,A,C,A,1
C,D,C,B,E,0.3
C,D,A,D,D,1
C,A,C,E,D,0.3
E,B,A,A,B,0.3
D,A,D,C,E,0.3
E,B,D,C,B,0.3
E,A,D,B,E,0.09
D,C,A,E,A,0.3
C,B,C,A,A,1
D,B,C,E,A,0.3
B,C,C,C,C,1
